subject,question_id,question,option_a,option_b,option_c,option_d,answer,topic,tier,discrimination_a,difficulty_b,guessing_c
maths,permutationsandcombinations_012,If 1/6! + 1/7! = x/8!,find x,10,56,100,a,Permutations And Combinations - c2,C2,1.5,-0.5,0.25
maths,permutationsandcombinations_013,Evaluate n!/(n-r)! when n=6,r=2,30,12,20,a,Permutations And Combinations - c1,C2,1.5,-0.5,0.25
maths,permutationsandcombinations_014,Evaluate n!/(n-r)! when n=9,r=5,15120,3024,5040,a,Permutations And Combinations - c2,C2,1.5,-0.5,0.25
maths,permutationsandcombinations_015,How many 3-digit numbers can be formed using digits 1 to 9 if no digit is repeated?,504,729,720,648,a,Permutations And Combinations - permutations_and_combinations,C2,1.5,-0.5,0.25
maths,permutationsandcombinations_016,How many 4-digit numbers are there with no digit repeated?,4536,5040,9000,3024,a,Permutations And Combinations - permutations_and_combinations,C2,1.5,-0.5,0.25
maths,permutationsandcombinations_017,How many 3-digit even numbers can be made using the digits 1,2,3,4,6,a,Permutations And Combinations - 60,C2,1.5,-0.5,0.25
maths,permutationsandcombinations_018,Find the number of 4-digit numbers that can be formed using digits 1,2,3,4,5 if no digit is repeated. How many will be even?,a,Permutations And Combinations - 60 total with 24 even,C2,1.5,-0.5,0.25
maths,permutationsandcombinations_019,From a committee of 8 persons,in how many ways can we choose a chairman and a vice chairman if one person cannot hold more than one position?,56,64,72,a,Permutations And Combinations - c2,C2,1.5,-0.5,0.25
maths,permutationsandcombinations_020,Find n if (n-1)P_ : nP_ = 1:9,10,9,8,11,a,Permutations And Combinations - permutations_and_combinations,C3,1.5,0.5,0.25
maths,permutationsandcombinations_021,Find r if _P_ = 2__P___,2,3,8,Cannot be determined,b,Permutations And Combinations - permutations_and_combinations,C3,1.5,0.5,0.25
maths,permutationsandcombinations_022,Find r if _P_ = _P___,3,8,2,Both 3 and 8,d,Permutations And Combinations - permutations_and_combinations,C3,1.5,0.5,0.25
maths,permutationsandcombinations_023,How many words with or without meaning can be formed using all letters of the word EQUATION,using each letter exactly once?,40320,5040,20160,a,Permutations And Combinations - c2,C2,1.5,-0.5,0.25
maths,permutationsandcombinations_024,How many words with or without meaning can be made from the letters of MONDAY if 4 letters are used at a time?,360,720,120,240,a,Permutations And Combinations - permutations_and_combinations,C2,1.5,-0.5,0.25
maths,permutationsandcombinations_025,How many words can be made from the letters of MONDAY if all letters are used at a time?,720,120,360,5040,a,Permutations And Combinations - permutations_and_combinations,C1,1.5,-1.0,0.25
maths,permutationsandcombinations_026,How many words from MONDAY can be formed if all letters are used but first letter is a vowel?,240,360,120,480,a,Permutations And Combinations - permutations_and_combinations,C2,1.5,-0.5,0.25
maths,permutationsandcombinations_027,In how many distinct permutations of the letters in MISSISSIPPI do the four I's not come together?,33810,34650,8!/2!,Cannot be easily determined,b,Permutations And Combinations - permutations_and_combinations,C4,1.5,1.0,0.25
maths,permutationsandcombinations_028,How many ways can the letters of PERMUTATIONS be arranged if words start with P and end with S?,1814400,3628800,907200,453600,a,Permutations And Combinations - permutations_and_combinations,C3,1.5,0.5,0.25
maths,permutationsandcombinations_029,How many arrangements of PERMUTATIONS are possible if vowels are all together?,725760,1451520,362880,604800,b,Permutations And Combinations - permutations_and_combinations,C3,1.5,0.5,0.25
maths,permutationsandcombinations_030,How many arrangements of PERMUTATIONS have always 4 letters between P and S?,3024000,1814400,1512000,6048000,a,Permutations And Combinations - permutations_and_combinations,C4,1.5,1.0,0.25
maths,permutationsandcombinations_031,If _C_ = _C_,find _C_,45,55,28,a,Permutations And Combinations - c2,C2,1.5,-0.5,0.25
maths,permutationsandcombinations_032,Determine n if __C_ : _C_ = 12:1,5,6,4,7,a,Permutations And Combinations - permutations_and_combinations,C3,1.5,0.5,0.25
maths,permutationsandcombinations_033,Determine n if __C_ : _C_ = 11:1,5,6,4,7,b,Permutations And Combinations - permutations_and_combinations,C3,1.5,0.5,0.25
maths,permutationsandcombinations_034,How many chords can be drawn through 21 points on a circle?,210,420,231,441,a,Permutations And Combinations - permutations_and_combinations,C2,1.5,-0.5,0.25
maths,permutationsandcombinations_035,In how many ways can a team of 3 boys and 3 girls be selected from 5 boys and 4 girls?,40,60,80,100,a,Permutations And Combinations - permutations_and_combinations,C2,1.5,-0.5,0.25
maths,permutationsandcombinations_036,Find the number of ways of selecting 9 balls from 6 red balls (identical),5 white balls (identical) and 5 blue balls (identical) if each selection consists of 3 balls of each colour,100,200,1000,a,Permutations And Combinations - c2,C2,1.5,-0.5,0.25
maths,permutationsandcombinations_037,Determine the number of 5-card combinations out of a deck of 52 cards if there is exactly one ace in each combination,778320,886656,658008,1098240,c,Permutations And Combinations - permutations_and_combinations,C3,1.5,0.5,0.25
maths,permutationsandcombinations_038,In how many ways can a cricket team of 11 be selected from 17 players in which only 5 can bowl if each team must include exactly 4 bowlers?,2380,4368,1260,3640,a,Permutations And Combinations - permutations_and_combinations,C3,1.5,0.5,0.25
maths,permutationsandcombinations_039,A bag contains 5 black and 6 red balls. In how many ways can 2 black and 3 red balls be selected?,100,200,120,150,b,Permutations And Combinations - permutations_and_combinations,C2,1.5,-0.5,0.25
maths,permutationsandcombinations_040,In how many ways can a student choose a programme of 5 courses if 9 courses are available and 2 specific courses are compulsory for every student?,35,126,21,84,a,Permutations And Combinations - permutations_and_combinations,C2,1.5,-0.5,0.25
maths,permutationsandcombinations_041,What is the value of _C_?,0,1,n,undefined,b,Permutations And Combinations - permutations_and_combinations,C1,1.5,-1.0,0.25
maths,permutationsandcombinations_042,What is the value of _C_?,0,1,n,n!,b,Permutations And Combinations - permutations_and_combinations,C1,1.5,-1.0,0.25
maths,permutationsandcombinations_043,If _C_ = _C_,then which of the following is true?,a=b or a+b=n,a=b only,a+b=n only,a,Permutations And Combinations - c2,C2,1.5,-0.5,0.25
maths,permutationsandcombinations_044,Which of the following equals _C___?,_C_,_P_,r!,n!/r!,a,Permutations And Combinations - permutations_and_combinations,C1,1.5,-1.0,0.25
maths,permutationsandcombinations_045,What does ___C_ equal?,_C_ + _C___,_C_ _ _C___,_C_ - _C___,_P_ + _P___,a,Permutations And Combinations - permutations_and_combinations,C2,1.5,-0.5,0.25
maths,permutationsandcombinations_046,How many permutations can be made from the letters of the word ALLAHABAD?,7560,3780,15120,60480,a,Permutations And Combinations - permutations_and_combinations,C3,1.5,0.5,0.25
maths,permutationsandcombinations_047,How many 4-digit numbers can be formed using digits 1 to 9 if repetition is not allowed?,3024,5040,6561,4536,a,Permutations And Combinations - permutations_and_combinations,C2,1.5,-0.5,0.25
maths,permutationsandcombinations_048,How many numbers between 100 and 1000 can be formed with digits 0,1,2,3,4,a,Permutations And Combinations - 120,C2,1.5,-0.5,0.25
maths,permutationsandcombinations_049,Find n if _P_ = 42__P_,where n>4,7,9,10,a,Permutations And Combinations - c3,C2,1.5,-0.5,0.25
maths,permutationsandcombinations_050,Find n if (_P_)/(___P_) = 5/3,where n>4,10,8,9,a,Permutations And Combinations - c3,C2,1.5,-0.5,0.25
maths,permutationsandcombinations_051,If 5__P_ = 6__P___,find r,3,8,Both 3 and 8,a,Permutations And Combinations - c3,C2,1.5,-0.5,0.25
maths,permutationsandcombinations_052,How many different 8-letter arrangements from DAUGHTER have all vowels together?,4320,2880,8640,5040,a,Permutations And Combinations - permutations_and_combinations,C3,1.5,0.5,0.25
maths,permutationsandcombinations_053,How many arrangements of DAUGHTER do NOT have all vowels together?,36000,40320,32400,28800,a,Permutations And Combinations - permutations_and_combinations,C3,1.5,0.5,0.25
maths,permutationsandcombinations_054,In how many ways can 4 red (identical),3 yellow (identical) and 2 green (identical) discs be arranged in a row?,1260,5040,362880,a,Permutations And Combinations - c3,C2,1.5,-0.5,0.25
maths,permutationsandcombinations_055,How many arrangements of INDEPENDENCE are possible?,1663200,19958400,39916800,9979200,a,Permutations And Combinations - permutations_and_combinations,C3,1.5,0.5,0.25
maths,permutationsandcombinations_056,How many arrangements of INDEPENDENCE start with P?,138600,277200,1663200,69300,a,Permutations And Combinations - permutations_and_combinations,C3,1.5,0.5,0.25
maths,permutationsandcombinations_057,How many arrangements of INDEPENDENCE have all vowels together?,16800,33600,50400,8400,a,Permutations And Combinations - permutations_and_combinations,C3,1.5,0.5,0.25
maths,permutationsandcombinations_058,How many arrangements of INDEPENDENCE have vowels NEVER together?,1646400,1629600,1680000,1596000,a,Permutations And Combinations - permutations_and_combinations,C4,1.5,1.0,0.25
maths,permutationsandcombinations_059,How many arrangements of INDEPENDENCE begin with I and end with P?,12600,25200,6300,50400,a,Permutations And Combinations - permutations_and_combinations,C3,1.5,0.5,0.25
maths,permutationsandcombinations_060,How many words of 3 vowels and 2 consonants can be formed from the letters of INVOLUTE?,2880,1440,5760,720,a,Permutations And Combinations - permutations_and_combinations,C3,1.5,0.5,0.25
maths,permutationsandcombinations_061,A group has 4 girls and 7 boys. In how many ways can a team of 5 with no girls be selected?,21,35,42,56,a,Permutations And Combinations - permutations_and_combinations,C2,1.5,-0.5,0.25
maths,permutationsandcombinations_062,A group has 4 girls and 7 boys. How many 5-member teams have at least one boy and one girl?,441,462,420,400,a,Permutations And Combinations - permutations_and_combinations,C3,1.5,0.5,0.25
maths,permutationsandcombinations_063,A group has 4 girls and 7 boys. How many 5-member teams have at least 3 girls?,91,84,98,105,a,Permutations And Combinations - permutations_and_combinations,C3,1.5,0.5,0.25
maths,permutationsandcombinations_064,How many numbers greater than 1000000 can be formed using digits 1,2,0,2,4,a,Permutations And Combinations - 360,C2,1.5,-0.5,0.25
maths,permutationsandcombinations_065,If words from AGAIN are listed as in a dictionary,what is the 50th word?,NAAIG,NAAGI,NAIAG,a,Permutations And Combinations - c4,C2,1.5,-0.5,0.25
maths,permutationsandcombinations_066,In how many ways can 5 girls and 3 boys be seated in a row so that no two boys are together?,14400,28800,7200,21600,a,Permutations And Combinations - permutations_and_combinations,C3,1.5,0.5,0.25
maths,permutationsandcombinations_067,How many words of 2 vowels and 3 consonants can be formed from the word DAUGHTER?,36000,43200,21600,72000,b,Permutations And Combinations - permutations_and_combinations,C3,1.5,0.5,0.25
maths,permutationsandcombinations_068,How many words can be formed using all letters of EQUATION so that vowels and consonants occur together?,2880,5760,1440,10080,a,Permutations And Combinations - permutations_and_combinations,C3,1.5,0.5,0.25
maths,permutationsandcombinations_069,A committee of 7 from 9 boys and 4 girls must have exactly 3 girls. In how many ways?,504,630,420,756,a,Permutations And Combinations - permutations_and_combinations,C2,1.5,-0.5,0.25
maths,permutationsandcombinations_070,A committee of 7 from 9 boys and 4 girls must have at least 3 girls. In how many ways?,1716,1386,2002,1584,b,Permutations And Combinations - permutations_and_combinations,C3,1.5,0.5,0.25
maths,permutationsandcombinations_071,A committee of 7 from 9 boys and 4 girls must have at most 3 girls. In how many ways?,1764,1848,1932,2016,b,Permutations And Combinations - permutations_and_combinations,C3,1.5,0.5,0.25
maths,permutationsandcombinations_072,If permutations of EXAMINATION are listed as in dictionary,how many words are there before the first word starting with E?,907200,1814400,453600,a,Permutations And Combinations - c4,C2,1.5,-0.5,0.25
maths,permutationsandcombinations_073,How many 6-digit numbers divisible by 10 can be formed from 0,1,3,5,7,a,Permutations And Combinations - 216,C2,1.5,-0.5,0.25
maths,permutationsandcombinations_074,How many words with 2 different vowels and 2 different consonants can be formed from the English alphabet?,457380,914760,228690,1829520,b,Permutations And Combinations - permutations_and_combinations,C3,1.5,0.5,0.25
maths,permutationsandcombinations_075,An exam has 12 questions: 5 in Part I,7 in Part II. A student must attempt 8 selecting at least 3 from each part. In how many ways?,266,420,350,a,Permutations And Combinations - c3,C2,1.5,-0.5,0.25
maths,permutationsandcombinations_076,Determine the number of 5-card combinations from 52 cards if each has exactly one king.,778320,886640,658008,1098240,c,Permutations And Combinations - permutations_and_combinations,C3,1.5,0.5,0.25
maths,permutationsandcombinations_077,In how many ways can 5 men and 4 women be seated in a row so women occupy even places?,2880,5760,1440,720,a,Permutations And Combinations - permutations_and_combinations,C3,1.5,0.5,0.25
maths,permutationsandcombinations_078,From 25 students,10 are chosen for excursion. 3 students decide all or none will join. In how many ways can the party be chosen?,2042975,2220075,1961256,a,Permutations And Combinations - c4,C2,1.5,-0.5,0.25
maths,permutationsandcombinations_079,In how many ways can letters of ASSASSINATION be arranged so all S's are together?,151200,302400,75600,604800,a,Permutations And Combinations - permutations_and_combinations,C4,1.5,1.0,0.25
maths,permutationsandcombinations_080,What is the relationship between permutation and combination for n objects taken r at a time?,_P_ = _C_ _ r!,_P_ = _C_ / r!,_C_ = _P_ _ r!,No relationship,a,Permutations And Combinations - permutations_and_combinations,C2,1.5,-0.5,0.25
maths,permutationsandcombinations_081,In how many ways can 4 cards from a deck have all 4 of the same suit?,2860,1144,5720,11440,a,Permutations And Combinations - permutations_and_combinations,C3,1.5,0.5,0.25
maths,permutationsandcombinations_082,In how many ways can 4 cards from a deck belong to four different suits?,28561,371293,28561,134,b,Permutations And Combinations - permutations_and_combinations,C3,1.5,0.5,0.25
maths,permutationsandcombinations_083,How many 4-card selections from a deck are face cards?,495,220,792,924,a,Permutations And Combinations - permutations_and_combinations,C2,1.5,-0.5,0.25
maths,permutationsandcombinations_084,How many 4-card selections have 2 red and 2 black cards?,105625,211250,52812,158437,a,Permutations And Combinations - permutations_and_combinations,C3,1.5,0.5,0.25
maths,permutationsandcombinations_085,How many 4-card selections from a deck are of the same color?,29900,14950,59800,44850,a,Permutations And Combinations - permutations_and_combinations,C3,1.5,0.5,0.25
