subject,question_id,question,option_a,option_b,option_c,option_d,answer,topic,tier,discrimination_a,difficulty_b,guessing_c
maths,conicsections_058,For circle with centre (-2 3) and radius 4 the equation is:,(x+2)_ + (y-3)_ = 16,(x-2)_ + (y+3)_ = 16,(x+2)_ + (y-3)_ = 4,x_ + y_ = 16,a,Conic Sections - conic_sections,C2,1.5,-0.5,0.25
maths,conicsections_059,The equation y_ = 10x represents a parabola with focus at:,(5/2 0),(10 0),(0 5/2),(2.5 2.5),a,Conic Sections - conic_sections,C2,1.5,-0.5,0.25
maths,conicsections_060,Hyperbola 16x_ - 9y_ = 576 in standard form is:,x_/36 - y_/64 = 1,x_/64 - y_/36 = 1,x_/16 - y_/9 = 1,x_/9 - y_/16 = 1,a,Conic Sections - conic_sections,C3,1.5,0.5,0.25
maths,conicsections_061,The latus rectum of ellipse x_/4 + y_/25 = 1 is:,8/5,25/2,2/5,None of these,a,Conic Sections - conic_sections,C3,1.5,0.5,0.25
maths,conicsections_062,For hyperbola with foci (±5 0) and transverse axis length 8 the equation is:,x_/16 - y_/9 = 1,x_/25 - y_/16 = 1,x_/64 - y_/25 = 1,None of these,a,Conic Sections - conic_sections,C3,1.5,0.5,0.25
maths,conicsections_063,A circle passing through (4 1) and (6 5) with centre on line x + y = 2 has centre at:,(0.7 1.3),(1 1),(2 0),(3 -1),a,Conic Sections - conic_sections,C4,1.5,1.0,0.25
maths,conicsections_064,The parabola y_ = 4ax passes through (4 3). The value of a is:,9/16,16/9,3/4,4/3,a,Conic Sections - conic_sections,C3,1.5,0.5,0.25
maths,conicsections_065,For ellipse with major axis along y-axis and passing through (3 2) and (1 6) the equation involves:,Complex calculation,Simple substitution,Both a and b,Eccentricity,a,Conic Sections - conic_sections,C4,1.5,1.0,0.25
maths,conicsections_066,The point (2.5 3.5) lies ___ the circle x_ + y_ = 25:,Inside,Outside,On,Cannot determine,b,Conic Sections - conic_sections,C3,1.5,0.5,0.25
maths,conicsections_067,Hyperbola with foci (0 ±12) and latus rectum 36 has equation:,3y_ - x_ = 108,y_ - 3x_ = 36,x_ - 3y_ = 108,None of these,a,Conic Sections - conic_sections,C4,1.5,1.0,0.25
maths,conicsections_068,The circle with radius 5 and centre on x-axis passing through (2 3) has equation:,x_+y_-8x-9=0 or x_+y_+8x-9=0,(x-4)_+y_=25 only,(x+4)_+y_=25 only,Cannot be determined,a,Conic Sections - conic_sections,C4,1.5,1.0,0.25
maths,conicsections_069,Ellipse with vertices (±13 0) and foci (±5 0) has equation:,x_/169 + y_/144 = 1,x_/144 + y_/169 = 1,x_/25 + y_/144 = 1,x_/169 + y_/25 = 1,a,Conic Sections - conic_sections,C3,1.5,0.5,0.25
maths,conicsections_070,For parabola symmetric about y-axis passing through (2 -3) the equation is:,3x_ = -4y,x_ = -3y,3x_ = 4y,4x_ = -3y,a,Conic Sections - conic_sections,C3,1.5,0.5,0.25
maths,conicsections_071,The conjugate axis of hyperbola y_/25 - x_/16 = 1 has length:,25,16,10,8,d,Conic Sections - conic_sections,C2,1.5,-0.5,0.25
maths,conicsections_072,A rod of length 15 cm with end A at (x 0) and end B at (0 y) satisfies:,x_ + y_ = 225,x_/15 + y_/15 = 1,x + y = 15,x_ + y_ = 15,a,Conic Sections - conic_sections,C3,1.5,0.5,0.25
maths,conicsections_073,The foci of hyperbola 9y_ - 4x_ = 36 are:,(0 ±Ã13),(±Ã13 0),(0 ±3),(0 ±2),a,Conic Sections - conic_sections,C3,1.5,0.5,0.25
maths,conicsections_074,Circle x_ + y_ - 4x - 8y - 45 = 0 has radius:,Ã65,9,7,Ã85,d,Conic Sections - conic_sections,C3,1.5,0.5,0.25
maths,conicsections_075,Parabola with vertex (0 0) and focus (0 -2) has equation:,x_ = -8y,y_ = -8x,x_ = 8y,y_ = 8x,a,Conic Sections - conic_sections,C2,1.5,-0.5,0.25
maths,conicsections_076,The eccentricity of ellipse 4x_ + 9y_ = 36 is:,Ã5/3,2/3,1/2,Ã5/2,a,Conic Sections - conic_sections,C3,1.5,0.5,0.25
maths,conicsections_077,Hyperbola with vertices (0 ±3) and foci (0 ±5) has equation:,y_/9 - x_/16 = 1,x_/9 - y_/16 = 1,y_/25 - x_/9 = 1,x_/16 - y_/9 = 1,a,Conic Sections - conic_sections,C3,1.5,0.5,0.25
maths,conicsections_078,The directrix of parabola x_ = -9y is:,y = 9/4,y = -9/4,x = 9/4,x = -9/4,a,Conic Sections - conic_sections,C3,1.5,0.5,0.25
maths,conicsections_079,For ellipse with length of major axis 26 and foci (±5 0) the equation is:,x_/169 + y_/144 = 1,x_/26 + y_/25 = 1,x_/676 + y_/651 = 1,None of these,a,Conic Sections - conic_sections,C3,1.5,0.5,0.25
maths,conicsections_080,A circle making intercepts a and b on coordinate axes passing through origin has equation:,x_ + y_ = ax + by,x_ + y_ - ax - by = 0,2(x_ + y_) = ax + by,x_ + y_ + ax + by = 0,b,Conic Sections - conic_sections,C4,1.5,1.0,0.25
