subject,question_id,question,option_a,option_b,option_c,option_d,answer,topic,tier,discrimination_a,difficulty_b,guessing_c
maths,relationsandfunctions_068,What is the domain of f(x) = -|x|?,R - {0},[0,°),R,a,Relations And Functions - R,C2,1.5,-0.5,0.25
maths,relationsandfunctions_069,What is the range of f(x) = -|x|?,[0,°),(-°,0],a,(-°,C2,1.5,-0.5,0.25
maths,relationsandfunctions_070,What is the range of f(x) = x for x _ R?,R_,[0,°),R,a,Relations And Functions - c1,C2,1.5,-0.5,0.25
maths,relationsandfunctions_071,For f(x) = x + 10,what is f(0)?,0,10,-10,a,Relations And Functions - c1,C2,1.5,-0.5,0.25
maths,relationsandfunctions_072,A linear function has the form:,f(x) = ax_ + b,f(x) = mx + c,f(x) = x_,f(x) = 1/x,a,Relations And Functions - relations_and_functions,C1,1.5,-1.0,0.25
maths,relationsandfunctions_073,What is the domain of f(x) = (x_ + 2x + 1)/(x_ - 8x + 12)?,R - {2,6},R - {-1},R - {1,a,R - {2,C2,1.5,-0.5,0.25
maths,relationsandfunctions_074,What is the domain of f(x) = Ã(x - 1)?,[1,°),(1,°),a,Relations And Functions - [0,C2,1.5,-0.5,0.25
maths,relationsandfunctions_075,What is the range of f(x) = Ã(x - 1)?,[0,°),(0,°),a,Relations And Functions - R,C2,1.5,-0.5,0.25
maths,relationsandfunctions_076,What is the domain of f(x) = |x - 1|?,R,[1,°),(-°,a,Relations And Functions - R,C2,1.5,-0.5,0.25
maths,relationsandfunctions_077,What is the range of f(x) = |x - 1|?,[0,°),(0,°),a,Relations And Functions - R,C2,1.5,-0.5,0.25
maths,relationsandfunctions_078,If f(x) = ax + b and f(1) = 1,f(0) = -1,what are a and b?,a = 1,b = -1,a,a = -1,C2,1.5,-0.5,0.25
maths,relationsandfunctions_079,Is f = {(1,5),(2,9),(3,a,Relations And Functions - 5),C2,1.5,-0.5,0.25
maths,relationsandfunctions_080,For R = {(a,b): a,b _ N and a = b_},is (4,2) _ R?,a,Relations And Functions - Only if a and b are swapped,C2,1.5,-0.5,0.25
maths,relationsandfunctions_081,What is the range of f(x) = x_/(1 + x_) for x _ R?,[0,1),(0,1],a,Relations And Functions - (0,C2,1.5,-0.5,0.25
maths,relationsandfunctions_082,For f(x) = x + 1 and g(x) = 2x - 3,what is (f/g)(x)?,(x + 1)/(2x - 3),(2x - 3)/(x + 1),x + 1 - 2x + 3,a,Relations And Functions - c2,C2,1.5,-0.5,0.25
