subject,question_id,question,option_a,option_b,option_c,option_d,answer,topic,tier,discrimination_a,difficulty_b,guessing_c
maths,sets_035,If A _ B = _,then A and B are called:,Equal sets,Disjoint sets,Equivalent sets,a,Sets - c1,C2,1.5,-0.5,0.25
maths,sets_036,If A = {1,2,3,4,5} and B = {4,a,Sets - 7},C2,1.5,-0.5,0.25
maths,sets_037,For any set A,A _ _ equals:,_,A,U,a,Sets - c1,C2,1.5,-0.5,0.25
maths,sets_038,For any set A,A _ _ equals:,A,_,U,a,Sets - c1,C2,1.5,-0.5,0.25
maths,sets_039,If U is the universal set and A _ U,then A' represents:,Elements in A,Elements in U but not in A,Elements in both A and U,a,Sets - c2,C2,1.5,-0.5,0.25
maths,sets_040,For any set A,A _ A' equals:,A,A',_,a,Sets - c2,C2,1.5,-0.5,0.25
maths,sets_041,For any set A,A _ A' equals:,A,A',U,a,Sets - c2,C2,1.5,-0.5,0.25
maths,sets_042,Which law states: (A _ B)' = A' _ B'?,Associative law,Commutative law,De Morgan's law,Distributive law,a,Sets - sets,C2,1.5,-0.5,0.25
maths,sets_043,For any set A,(A')' equals:,A,A',U,a,Sets - c2,C2,1.5,-0.5,0.25
maths,sets_044,If A _ B = B,then which is true?,A _ B,B _ A,A = B,a,Sets - c2,C2,1.5,-0.5,0.25
maths,sets_045,If A _ B = A,then which is true?,A _ B,B _ A,A = _,a,Sets - c2,C2,1.5,-0.5,0.25
maths,sets_046,The commutative law for union states:,A _ (B _ C) = (A _ B) _ C,A _ B = B _ A,A _ (B _ C) = (A _ B) _ (A _ C),A _ _ = A,a,Sets - sets,C1,1.5,-1.0,0.25
maths,sets_047,The associative law for intersection states:,(A _ B) _ C = A _ (B _ C),A _ B = B _ A,A _ U = A,A _ _ = _,a,Sets - sets,C2,1.5,-0.5,0.25
maths,sets_048,If A = {x : x_ _ 5x + 6 = 0},then A in roster form is:,{2,3},{_2,a,Sets - {5,C2,1.5,-0.5,0.25
maths,sets_049,The set {x : x is a letter in the word MATHEMATICS} has how many elements?,11,8,9,10,a,Sets - sets,C2,1.5,-0.5,0.25
maths,sets_050,If n(A) = p and n(B) = q,then n(A _ B) equals:,p + q,p _ q,pq,a,Sets - c2,C2,1.5,-0.5,0.25
maths,sets_051,Which of the following sets are equal: A = {1,2},B = {x : x_ _ 3x + 2 = 0}?,Not equal,Equal,a,Sets - Equal,C2,1.5,-0.5,0.25
maths,sets_052,The interval [_3,5) in set-builder form is:,{x : _3 < x < 5},{x : _3 ² x ² 5},{x : _3 ² x < 5},a,Sets - c2,C2,1.5,-0.5,0.25
maths,sets_053,If A = {2,4,6,8} and B = {1,3,a,Sets - then A and B are:,C2,1.5,-0.5,0.25
maths,sets_054,The set of irrational numbers is denoted by:,Q,T,Z,N,a,Sets - sets,C2,1.5,-0.5,0.25
maths,sets_055,N _ Z _ Q indicates:,Natural numbers are subset of integers which are subset of rationals,Integers are subset of natural numbers,Rationals are subset of integers,All are equal sets,a,Sets - sets,C2,1.5,-0.5,0.25
maths,sets_056,If U = {1,2,3,4,5} and A = {1,a,Sets - then A' equals:,C2,1.5,-0.5,0.25
maths,sets_057,For sets A and B,A _ B equals:,{x : x _ A and x _ B},{x : x _ B and x _ A},{x : x _ A and x _ B},a,Sets - c2,C2,1.5,-0.5,0.25
maths,sets_058,The distributive law states: A _ (B _ C) equals:,(A _ B) _ C,A _ (B _ C),(A _ B) _ (A _ C),(A _ B) _ C,a,Sets - sets,C2,1.5,-0.5,0.25
maths,sets_059,If A = {a,e,i,o,u} and B = {a,b,Sets - then A _ B contains how many elements?,C2,1.5,-0.5,0.25
maths,sets_060,The length of the interval [2,7] is:,5,4,7,a,Sets - c1,C2,1.5,-0.5,0.25
maths,sets_061,Which of the following is an open interval?,[a,b],(a,b),a,Sets - Both (a,C2,1.5,-0.5,0.25
maths,sets_062,If A = {1,2,{3,4},5},a,Sets - 4} _ A,C2,1.5,-0.5,0.25
maths,sets_063,For any set A,A _ A equals:,2A,A,_,a,Sets - c1,C2,1.5,-0.5,0.25
maths,sets_064,For any set A,A _ A equals:,2A,A,_,a,Sets - c1,C2,1.5,-0.5,0.25
maths,sets_065,If _' is the complement of empty set,then _' equals:,_,U,{0},a,Sets - c2,C2,1.5,-0.5,0.25
maths,sets_066,If U' is the complement of universal set U,then U' equals:,U,_,{U},a,Sets - c2,C2,1.5,-0.5,0.25
maths,sets_067,The set {x : x _ N and x_ = 9} in roster form is:,{3},{_3,3},{9},a,Sets - {3},C2,1.5,-0.5,0.25
maths,sets_068,Which of the following is true for all sets A and B?,A _ B = B _ A,A _ B = B _ A,A _ B = A _ B,(A _ B) = (B _ A),a,Sets - sets,C2,1.5,-0.5,0.25
maths,sets_069,If A = {x : x is prime and x < 10},then A in roster form is:,{1,2,3,a,Sets - {2,C2,1.5,-0.5,0.25
maths,sets_070,The total number of subsets of a set with n elements is:,n,n_,2_,n!,a,Sets - sets,C3,1.5,0.5,0.25
maths,sets_071,If A has 3 elements,the total number of subsets of A is:,6,7,8,a,Sets - c2,C2,1.5,-0.5,0.25
maths,sets_072,If A = {1,2,3},then which is NOT a subset of A?,{1},a,Sets - {1,C2,1.5,-0.5,0.25
maths,sets_073,For disjoint sets A and B,A _ B equals:,A,B,A _ B,a,Sets - c1,C2,1.5,-0.5,0.25
maths,sets_074,If A _ B,then A _ B equals:,A,B,_,a,Sets - c2,C2,1.5,-0.5,0.25
maths,sets_075,If A _ B,then A _ B equals:,A,B,_,a,Sets - c2,C2,1.5,-0.5,0.25
maths,sets_076,De Morgan's second law states: (A _ B)' equals:,A' _ B',A' _ B',A _ B,A _ B,a,Sets - sets,C2,1.5,-0.5,0.25
maths,sets_077,If A = B,then which is always true?,A _ B and B _ A,A _ B only,B _ A only,a,Sets - c2,C2,1.5,-0.5,0.25
maths,sets_078,The set {x : x _ R and x_ + 1 = 0} is:,{1},{_1},_,{i,a,Sets - c3,C2,1.5,-0.5,0.25
maths,sets_079,If A _ B = _,then which is true?,A = B,A _ B,B _ A,a,Sets - c3,C2,1.5,-0.5,0.25
maths,sets_080,The set R _ Q represents:,Rational numbers,Integers,Irrational numbers,Natural numbers,a,Sets - sets,C2,1.5,-0.5,0.25
maths,sets_081,If A _ B = A _ B,then which is true?,A = B,A _ B,B _ A,a,Sets - c3,C2,1.5,-0.5,0.25
maths,sets_082,For any three sets A,B,and C: A _ (B _ C) equals:,(A _ B) _ C,(A _ B) _ (A _ C),a,Sets - (A _ B) _ (A _ C),C2,1.5,-0.5,0.25
