subject,question_id,question,option_a,option_b,option_c,option_d,answer,topic,tier,discrimination_a,difficulty_b,guessing_c
maths,limitsandderivatives_045,Find the derivative of x__(5 + 3x),3x__ - 15x__,-15x__,3x__,9x__ - 15x__,a,Limits And Derivatives - limits_and_derivatives,C2,1.5,-0.5,0.25
maths,limitsandderivatives_046,Find the derivative of x_(3 - 6x__),15x_ + 54x__,15x_ - 54x__,15x_,54x__,a,Limits And Derivatives - limits_and_derivatives,C2,1.5,-0.5,0.25
maths,limitsandderivatives_047,Find the derivative of x__(3 - 4x__),20x__ - 12x__,-12x__ - 20x__,20x__,12x__,b,Limits And Derivatives - limits_and_derivatives,C2,1.5,-0.5,0.25
maths,limitsandderivatives_048,Find the derivative of 2/(x+1) - x_/(3x-1),2x_ - 6x - 2 over (x+1)_(3x-1)_,-2/(x+1)_ - (6x_ - 2x)/(3x-1)_,(-6x_ - 6x - 2)/(x+1)_(3x-1)_,2/(x+1)_ + 2x/(3x-1)_,b,Limits And Derivatives - limits_and_derivatives,C3,1.5,0.5,0.25
maths,limitsandderivatives_049,Find the derivative of cos x from first principle,-sin x,sin x,cos x,-cos x,a,Limits And Derivatives - limits_and_derivatives,C2,1.5,-0.5,0.25
maths,limitsandderivatives_050,Find the derivative of sin x cos x,cos_x - sin_x,cos_x + sin_x,2 sin x cos x,sin_x - cos_x,a,Limits And Derivatives - limits_and_derivatives,C2,1.5,-0.5,0.25
maths,limitsandderivatives_051,Find the derivative of sec x,sec x tan x,sec_ x,sec x cot x,cosec x,a,Limits And Derivatives - limits_and_derivatives,C2,1.5,-0.5,0.25
maths,limitsandderivatives_052,Find the derivative of 5 sec x + 4 cos x,5 sec x tan x - 4 sin x,5 sec_ x - 4 sin x,5 sec x tan x + 4 sin x,5 tan x - 4 sin x,a,Limits And Derivatives - limits_and_derivatives,C2,1.5,-0.5,0.25
maths,limitsandderivatives_053,Find the derivative of cosec x,cosec x cot x,-cosec x cot x,cosec_ x,-cosec_ x,b,Limits And Derivatives - limits_and_derivatives,C2,1.5,-0.5,0.25
maths,limitsandderivatives_054,Find the derivative of 3 cot x + 5 cosec x,-3 cosec_ x - 5 cosec x cot x,3 cosec_ x + 5 cosec x cot x,-3 cosec_ x + 5 cosec x cot x,3 cot_ x + 5 cosec x,a,Limits And Derivatives - limits_and_derivatives,C2,1.5,-0.5,0.25
maths,limitsandderivatives_055,Find the derivative of 5 sin x - 6 cos x + 7,5 cos x + 6 sin x,5 cos x - 6 sin x,6 sin x - 5 cos x,-5 cos x - 6 sin x,a,Limits And Derivatives - limits_and_derivatives,C1,1.5,-1.0,0.25
maths,limitsandderivatives_056,Find the derivative of 2 tan x - 7 sec x,2 sec_ x - 7 sec x tan x,2 sec_ x + 7 sec x tan x,2 tan_ x - 7 sec_ x,2 sec x - 7 tan x,a,Limits And Derivatives - limits_and_derivatives,C2,1.5,-0.5,0.25
maths,limitsandderivatives_057,Find the derivative of -x from first principle,-1,1,0,x,a,Limits And Derivatives - limits_and_derivatives,C1,1.5,-1.0,0.25
maths,limitsandderivatives_058,Find the derivative of (-x)__ from first principle,1/x_,-1/x_,1/x,-1/x,a,Limits And Derivatives - limits_and_derivatives,C2,1.5,-0.5,0.25
maths,limitsandderivatives_059,Find the derivative of sin(x + 1) from first principle,cos(x + 1),sin(x + 1),-cos(x + 1),-sin(x + 1),a,Limits And Derivatives - limits_and_derivatives,C2,1.5,-0.5,0.25
maths,limitsandderivatives_060,Find the derivative of cos(x - ¹/8) from first principle,-sin(x - ¹/8),sin(x - ¹/8),cos(x - ¹/8),-cos(x - ¹/8),a,Limits And Derivatives - limits_and_derivatives,C2,1.5,-0.5,0.25
maths,limitsandderivatives_061,Find the derivative of (x + a),1,a,x,0,a,Limits And Derivatives - limits_and_derivatives,C1,1.5,-1.0,0.25
maths,limitsandderivatives_062,Find the derivative of (px + q)(r/x + s),pr - pqx__ + ps,pr + pqx__ + ps,pr - prx__,prx__ + ps,c,Limits And Derivatives - limits_and_derivatives,C2,1.5,-0.5,0.25
maths,limitsandderivatives_063,Find the derivative of (ax + b)(cx + d)_,(cx + d)[3acx + (2ad + bc)],(cx + d)[acx + (ad + bc)],(cx + d)[2acx + (ad + bc)],3ac(cx + d)_,a,Limits And Derivatives - limits_and_derivatives,C3,1.5,0.5,0.25
maths,limitsandderivatives_064,Find the derivative of (ax + b)/(cx + d),(ad - bc)/(cx + d)_,(ac - bd)/(cx + d)_,(bc - ad)/(cx + d)_,1/(cx + d)_,a,Limits And Derivatives - limits_and_derivatives,C2,1.5,-0.5,0.25
maths,limitsandderivatives_065,Find the derivative of (1 + 1/x)/(1 - 1/x),2/(x - 1)_,-2/(x - 1)_,2/x_,1/(x - 1)_,a,Limits And Derivatives - limits_and_derivatives,C3,1.5,0.5,0.25
maths,limitsandderivatives_066,Find the derivative of 1/(ax_ + bx + c),-(2ax + b)/(ax_ + bx + c)_,(2ax + b)/(ax_ + bx + c)_,-2ax/(ax_ + bx + c)_,2ax/(ax_ + bx + c)_,a,Limits And Derivatives - limits_and_derivatives,C2,1.5,-0.5,0.25
maths,limitsandderivatives_067,Find the derivative of (a/x_) - (b/x_) + cos x,(-4a/x_) + (2b/x_) - sin x,(4a/x_) - (2b/x_) - sin x,(-4a/x_) + (2b/x_) + sin x,(-4a/x_) + (2b/x) - sin x,a,Limits And Derivatives - limits_and_derivatives,C2,1.5,-0.5,0.25
maths,limitsandderivatives_068,Find the derivative of 4Ã(x - 2),2/Ã(x - 2),4/Ã(x - 2),1/Ã(x - 2),2Ã(x - 2),a,Limits And Derivatives - limits_and_derivatives,C2,1.5,-0.5,0.25
maths,limitsandderivatives_069,Find the derivative of (ax + b)_,n(ax + b)___,an(ax + b)___,na(ax + b)_,(ax + b)___,b,Limits And Derivatives - limits_and_derivatives,C2,1.5,-0.5,0.25
maths,limitsandderivatives_070,Find the derivative of (ax + b)_(cx + d)_,an(ax+b)___(cx+d)_ + cm(ax+b)_(cx+d)___,n(ax+b)___(cx+d)_ + m(ax+b)_(cx+d)___,(ax+b)___(cx+d)___[an(cx+d)+cm(ax+b)],(ax+b)_(cx+d)_[an+cm],c,Limits And Derivatives - limits_and_derivatives,C3,1.5,0.5,0.25
maths,limitsandderivatives_071,Find the derivative of sin(x + a),cos(x + a),sin(x + a),-sin(x + a),-cos(x + a),a,Limits And Derivatives - limits_and_derivatives,C1,1.5,-1.0,0.25
maths,limitsandderivatives_072,Find the derivative of cosec x cot x,-cosec x(cosec_ x + cot_ x),-cosec x cot_ x,cosec x(cosec_ x + cot_ x),-cosec_ x - cosec x cot_ x,a,Limits And Derivatives - limits_and_derivatives,C3,1.5,0.5,0.25
maths,limitsandderivatives_073,Find the derivative of cos x/(1 + sin x),-1/(1 + sin x),1/(1 + sin x),sin x/(1 + sin x)_,-sin x/(1 + sin x)_,a,Limits And Derivatives - limits_and_derivatives,C3,1.5,0.5,0.25
maths,limitsandderivatives_074,Find the derivative of (sin x + cos x)/(sin x - cos x),2/(sin x - cos x)_,-2/(sin x - cos x)_,2 sec_ x/(sin x - cos x)_,-2 sec_ x/(sin x - cos x)_,d,Limits And Derivatives - limits_and_derivatives,C3,1.5,0.5,0.25
maths,limitsandderivatives_075,Find the derivative of (sec x - 1)/(sec x + 1),2 sec x tan x/(sec x + 1)_,-2 sec x tan x/(sec x + 1)_,sec_ x/(sec x + 1)_,tan_ x/(sec x + 1)_,a,Limits And Derivatives - limits_and_derivatives,C3,1.5,0.5,0.25
maths,limitsandderivatives_076,Find the derivative of sin_ x,n sin___ x cos x,n sin___ x,sin___ x cos x,n sin_ x,a,Limits And Derivatives - limits_and_derivatives,C2,1.5,-0.5,0.25
maths,limitsandderivatives_077,Find the derivative of (a + b sin x)/(c + d cos x),(bc + ad)cos x + bd sin x over (c + d cos x)_,(ab + cd)/(c + d cos x)_,(bc + ad)/(c + d cos x)_,(ad + bc)sin x/(c + d cos x)_,a,Limits And Derivatives - limits_and_derivatives,C4,1.5,1.0,0.25
maths,limitsandderivatives_078,Find the derivative of sin(x + a)/cos x,cos(x + a)/cos x + sin(x + a)sin x/cos_x,cos a/cos_ x,[cos(x+a)cos x + sin(x+a)sin x]/cos_ x,cos(x + a)/cos_ x,c,Limits And Derivatives - limits_and_derivatives,C4,1.5,1.0,0.25
maths,limitsandderivatives_079,Find the derivative of x_(5 sin x - 3 cos x),x_(20x sin x - 12x cos x + 5 cos x + 3 sin x),x_(20 sin x + 20x cos x - 12 cos x + 3x sin x),x_[5(4 sin x + x cos x) - 3(4 cos x - x sin x)],4x_(5 sin x - 3 cos x) + x_(5 cos x + 3 sin x),c,Limits And Derivatives - limits_and_derivatives,C3,1.5,0.5,0.25
maths,limitsandderivatives_080,Find the derivative of (x_ + 1)cos x,2x cos x - (x_ + 1)sin x,(2x - x_)cos x - sin x,2x cos x + (x_ + 1)sin x,x(2 cos x - x sin x),a,Limits And Derivatives - limits_and_derivatives,C2,1.5,-0.5,0.25
maths,limitsandderivatives_081,Find the derivative of (ax_ + sin x)(p + q cos x),(2ax + cos x)(p + q cos x) - q sin x(ax_ + sin x),2ax(p + q cos x) + cos x(p + q cos x),(2ax + cos x)(p + q cos x) + q sin x(ax_ + sin x),2axp + cos x á p,a,Limits And Derivatives - limits_and_derivatives,C3,1.5,0.5,0.25
maths,limitsandderivatives_082,Find the derivative of (x + cos x)(x - tan x),x + cos x + (x - tan x)(1 - sin x),(x + cos x)(1 - sec_x) + (x - tan x)(1 - sin x),2x + cos x - tan x - x sin x - sec_ x,2x - sin x - tan x - x sin x - sec_ x + cos x,b,Limits And Derivatives - limits_and_derivatives,C4,1.5,1.0,0.25
maths,limitsandderivatives_083,Find the derivative of (x + sec x)(x - tan x),2x + sec x - tan x + sec x tan x - sec_ x,2x + sec x tan x - sec_ x,x(sec x tan x - sec_ x) + sec x - tan x,(x + sec x)(1 - sec_ x) + (x - tan x)(1 + sec x tan x),a,Limits And Derivatives - limits_and_derivatives,C4,1.5,1.0,0.25
maths,limitsandderivatives_084,Find the derivative of x_cos(¹/4)sin x,x_cos(¹/4)cos x + 2x cos(¹/4)sin x,x cos(¹/4)[x cos x + 2 sin x],2x sin x cos(¹/4),x_sin x + 2x cos x,b,Limits And Derivatives - limits_and_derivatives,C2,1.5,-0.5,0.25
maths,limitsandderivatives_085,Find the derivative of x/(sin^n x),[sin x - nx cos x]/sin___ x,[sin_ x - nx sin___ x cos x]/sin__ x,1/sin_ x - nx/sin___ x,[sin x - nx cos x]/sin__ x,b,Limits And Derivatives - limits_and_derivatives,C4,1.5,1.0,0.25
