subject,question_id,question,option_a,option_b,option_c,option_d,answer,topic,tier,discrimination_a,difficulty_b,guessing_c
maths,straightlines_019,The equation of the line through (-2,3) with slope 1/2 is:,x - 2y + 8 = 0,2x - y + 7 = 0,x + 2y - 4 = 0,a,Straight Lines - c2,C2,1.5,-0.5,0.25
maths,straightlines_020,The equation of the line through (1,-1) and (3,5) is:,3x - y - 4 = 0,x - 3y - 4 = 0,a,Straight Lines - a,C2,1.5,-0.5,0.25
maths,straightlines_021,A line with x-intercept 4 and y-intercept 3 has equation:,3x + 4y = 12,4x + 3y = 12,x/4 + y/3 = 1,x/3 + y/4 = 1,a,Straight Lines - straight_lines,C2,1.5,-0.5,0.25
maths,straightlines_022,The line through (2,3) parallel to x-axis has equation:,x = 2,y = 3,x = 3,a,Straight Lines - c1,C2,1.5,-0.5,0.25
maths,straightlines_023,The line through (2,3) parallel to y-axis has equation:,x = 2,y = 3,x = 3,a,Straight Lines - c1,C2,1.5,-0.5,0.25
maths,straightlines_024,If slope of one line is 2,what is the slope of a line perpendicular to it?,-1/2,1/2,-2,a,Straight Lines - c2,C2,1.5,-0.5,0.25
maths,straightlines_025,The angle between the lines Ã3x + y = 1 and x + Ã3y = 1 is:,30¡,45¡,60¡,90¡,a,Straight Lines - straight_lines,C3,1.5,0.5,0.25
maths,straightlines_026,The distance of point (3,-5) from line 3x - 4y - 26 = 0 is:,3 units,4 units,5 units,a,Straight Lines - c2,C2,1.5,-0.5,0.25
maths,straightlines_027,The distance between parallel lines 3x - 4y + 7 = 0 and 3x - 4y + 5 = 0 is:,2/5 units,3/5 units,4/5 units,1 unit,a,Straight Lines - straight_lines,C2,1.5,-0.5,0.25
maths,straightlines_028,Points (3,0),(-2,-2) and (8,2) are:,a,Straight Lines - vertices of right triangle,C2,1.5,-0.5,0.25
maths,straightlines_029,The equation of line with slope -4 passing through (-2,3) is:,4x + y + 5 = 0,4x - y + 5 = 0,4x + y - 5 = 0,a,Straight Lines - c2,C2,1.5,-0.5,0.25
maths,straightlines_030,Find the equation of line parallel to 3x - 4y + 2 = 0 and passing through (-2,3).,3x - 4y + 18 = 0,3x + 4y - 6 = 0,4x - 3y + 17 = 0,a,Straight Lines - c2,C2,1.5,-0.5,0.25
maths,straightlines_031,The line x - 7y + 5 = 0 is perpendicular to which of the following?,7x + y + 3 = 0,x - 7y + 3 = 0,7x - y + 3 = 0,x + 7y + 3 = 0,a,Straight Lines - straight_lines,C2,1.5,-0.5,0.25
maths,straightlines_032,The acute angle between lines with slopes m_ = 1/2 and m_ = 3 is:,45¡,60¡,tan__(1/7),tan__(5/7),d,Straight Lines - straight_lines,C3,1.5,0.5,0.25
maths,straightlines_033,If angle between two lines is ¹/4 and slope of one line is 1/2,the slope of other line is:,3 or -1/3,2 or -2,3 or 1/3,a,Straight Lines - c3,C2,1.5,-0.5,0.25
maths,straightlines_034,The perpendicular from origin to line y = mx + c meets it at (-1,2). Find m:,1/2,-1/2,2,a,Straight Lines - c3,C2,1.5,-0.5,0.25
maths,straightlines_035,A line cuts off equal intercepts on coordinate axes and passes through (2,3). Its equation is:,x + y = 5,x - y = 1,2x + 3y = 13,a,Straight Lines - c2,C2,1.5,-0.5,0.25
maths,straightlines_036,The equation of line making intercepts whose sum is 9 and passing through (2,2) is:,2x + y - 6 = 0 or x + 2y - 6 = 0,x + y - 4 = 0,2x + 3y - 10 = 0,a,Straight Lines - c3,C2,1.5,-0.5,0.25
maths,straightlines_037,The area of triangle with vertices (4,4),(3,-2) and (-3,16) is:,a,Straight Lines - 13.5 sq units,C2,1.5,-0.5,0.25
maths,straightlines_038,If area of triangle with vertices (x_,y_),(x_,y_) and (x_,y_) is zero,a,Straight Lines - forming equilateral triangle,C2,1.5,-0.5,0.25
maths,straightlines_039,The base of equilateral triangle with side 2a lies along y-axis with mid-point at origin. The vertices are:,(±Ã3a,0) and (0,a),(0,a,Straight Lines - (±a,C2,1.5,-0.5,0.25
maths,straightlines_040,Line through (-2,6) and (4,8) is perpendicular to line through (8,12) and (x,24). Find x:,a,Straight Lines - 12,C2,1.5,-0.5,0.25
maths,straightlines_041,The equation of line through origin making angle _ with line y = mx + c is:,y/x = (m ± tan_)/(1 _ m tan_),y = x tan_,y = mx,x = y tan_,a,Straight Lines - straight_lines,C4,1.5,1.0,0.25
maths,straightlines_042,In what ratio does line x + y = 4 divide the line joining (-1,1) and (5,7)?,1:2 internally,2:1 internally,a,Straight Lines - a,C2,1.5,-0.5,0.25
maths,straightlines_043,Distance of line 4x + 7y + 5 = 0 from point (1,2) along line 2x - y = 0 is:,Ã65 units,65 units,Ã13 units,a,Straight Lines - c4,C2,1.5,-0.5,0.25
maths,straightlines_044,Image of point (3,8) with respect to line x + 3y = 7 is:,(-1,4),(1,a,-1),C2,1.5,-0.5,0.25
maths,straightlines_045,If lines y = 3x + 1 and 2y = x + 3 are equally inclined to y = mx + 4,find m:,1/2 or 2,1/3 or 3,1/5 or 5,a,Straight Lines - c4,C2,1.5,-0.5,0.25
maths,straightlines_046,The perpendicular distance from origin to line joining (cos_,sin_) and (cos_,sin_) is:,sin((_-_)/2),cos((_-_)/2),a,Straight Lines - a,C2,1.5,-0.5,0.25
maths,straightlines_047,A line parallel to y-axis at distance 3 to left of origin has equation:,x = -3,y = -3,x = 3,y = 3,a,Straight Lines - straight_lines,C1,1.5,-1.0,0.25
maths,straightlines_048,The slope of line making angle 30¡ with positive y-axis measured anticlockwise is:,Ã3,1/Ã3,-1/Ã3,-Ã3,c,Straight Lines - straight_lines,C2,1.5,-0.5,0.25
maths,straightlines_049,Equation of line with tan _ = 1/2,y-intercept -3/2 is:,x - 2y - 3 = 0,2x - y - 3 = 0,x + 2y + 3 = 0,a,Straight Lines - c2,C2,1.5,-0.5,0.25
maths,straightlines_050,Equation of line with tan _ = 1/2,x-intercept 4 is:,x - 2y - 4 = 0,2x - y - 4 = 0,x + 2y - 4 = 0,a,Straight Lines - c2,C2,1.5,-0.5,0.25
maths,straightlines_051,The coordinates of foot of perpendicular from (-1,3) to line 3x - 4y - 16 = 0 are:,(4,-1),(-1,a,-4),C2,1.5,-0.5,0.25
maths,straightlines_052,Lines 2x + y - 3 = 0,5x + ky - 3 = 0 and 3x - y - 2 = 0 are concurrent when k equals:,-2,2,-3,a,Straight Lines - c3,C2,1.5,-0.5,0.25
maths,straightlines_053,If p and q are perpendicular distances from origin to lines xcos_ - ysin_ = kcos2_ and xsec_ + ycosec_ = k,then:,p_ + 4q_ = k_,p_ + 2q_ = k_,2p_ + q_ = k_,a,Straight Lines - c4,C2,1.5,-0.5,0.25
maths,straightlines_054,Equation of altitude from vertex A(2,3) in triangle ABC with B(4,-1) and C(1,2) is:,3x + y = 9,a,x - 3y = -7,C2,1.5,-0.5,0.25
maths,straightlines_055,The line equidistant from parallel lines 9x + 6y - 7 = 0 and 3x + 2y + 6 = 0 is:,9x + 6y + 11 = 0,3x + 2y - 1/2 = 0,18x + 12y + 5 = 0,9x + 6y - 25 = 0,c,Straight Lines - straight_lines,C3,1.5,0.5,0.25
maths,straightlines_056,Distance between point (x_,y_) and (x_,y_) when PQ is parallel to y-axis is:,|x_ - x_|,|y_ - y_|,a,Straight Lines - b,C2,1.5,-0.5,0.25
maths,straightlines_057,Distance between point (x_,y_) and (x_,y_) when PQ is parallel to x-axis is:,|x_ - x_|,|y_ - y_|,a,Straight Lines - a,C2,1.5,-0.5,0.25
maths,straightlines_058,Point on x-axis equidistant from (7,6) and (3,4) is:,(3,0),a,(-3,C2,1.5,-0.5,0.25
maths,straightlines_059,Slope of line through origin and mid-point of segment joining P(0,-4) and B(8,0) is:,1/2,-1/2,a,Straight Lines - b,C2,1.5,-0.5,0.25
maths,straightlines_060,Without using distance formula,points (-2,-1),(4,0),a,Straight Lines - 2) form:,C2,1.5,-0.5,0.25
maths,straightlines_061,Angle between x-axis and line joining (3,-1) and (4,-2) is:,45¡,135¡,a,Straight Lines - b,C2,1.5,-0.5,0.25
maths,straightlines_062,If slope of line is double the slope of another and tan of angle between them is 1/3,the slopes are:,1 and 2,2 and 4,1/2 and 1,a,Straight Lines - c3,C2,1.5,-0.5,0.25
maths,straightlines_063,Vertices of triangle are A(2,3),B(4,-1),C(1,a,x - 3y + 11 = 0,C2,1.5,-0.5,0.25
maths,straightlines_064,Equation of line passing through (-3,5) perpendicular to line through (2,5) and (-3,6) is:,5x - y + 20 = 0,a,x + 5y - 22 = 0,C2,1.5,-0.5,0.25
maths,straightlines_065,A line perpendicular to segment joining (1,0) and (2,3) divides it in ratio 1:n. Its equation is:,3x + y = (3 + 3n)/(1 + n),x - 3y + 3 = 0,a,Straight Lines - a,C2,1.5,-0.5,0.25
maths,straightlines_066,Equation of line through (0,2) making angle 2¹/3 with positive x-axis is:,Ã3x + y - 2 = 0,x + Ã3y - 2Ã3 = 0,Ã3x + y + 2 = 0,a,Straight Lines - c2,C2,1.5,-0.5,0.25
maths,straightlines_067,Perpendicular from origin to a line meets it at (-2,9). Equation of line is:,2x - 9y + 85 = 0,9x + 2y + 36 = 0,2x + 9y - 85 = 0,a,Straight Lines - c3,C2,1.5,-0.5,0.25
maths,straightlines_068,Length L (cm) of copper rod is linear function of Celsius temperature C. If L = 124.942 when C = 20 and L = 125.134 when C = 110,express L in terms of C:,L = 0.00213C + 124.9,L = 0.002C + 124.9,L = 0.00213C + 125,a,Straight Lines - c3,C2,1.5,-0.5,0.25
maths,straightlines_069,Milk store sells 980 liters at Rs 14/liter and 1220 liters at Rs 16/liter. Assuming linear relationship,liters sold at Rs 17/liter:,1340 liters,1300 liters,1280 liters,a,Straight Lines - c3,C2,1.5,-0.5,0.25
maths,straightlines_070,P(a,b) is mid-point of line segment between axes. Equation of line is:,x/a + y/b = 2,x/2a + y/2b = 1,2x/a + 2y/b = 1,a,Straight Lines - c3,C2,1.5,-0.5,0.25
maths,straightlines_071,Point R(h,k) divides line segment between axes in ratio 1:2. Equation of line is:,x/3h + y/3k = 1,x/2h + y/k = 1,2x/h + y/k = 1,a,Straight Lines - c4,C2,1.5,-0.5,0.25
maths,straightlines_072,The slope-intercept form of x + 7y = 0 is:,y = -x/7,slope = -1/7,y = x/7,slope = 1/7,a,Straight Lines - y = 7x,C2,1.5,-0.5,0.25
maths,straightlines_073,The slope-intercept form of 6x + 3y - 5 = 0 is:,y = -2x + 5/3,y = 2x - 5/3,y = -2x - 5/3,y = 2x + 5/3,a,Straight Lines - straight_lines,C2,1.5,-0.5,0.25
maths,straightlines_074,The intercept form of 3x + 2y - 12 = 0 is:,x/4 + y/6 = 1,x/6 + y/4 = 1,x/3 + y/2 = 12,x/12 + y/12 = 1,a,Straight Lines - straight_lines,C2,1.5,-0.5,0.25
maths,straightlines_075,The intercept form of 4x - 3y = 6 is:,x/(3/2) + y/(-2) = 1,x/6 + y/(-2) = 1,x/(3/2) + y/2 = 1,x/4 + y/(-3) = 1,a,Straight Lines - straight_lines,C2,1.5,-0.5,0.25
maths,straightlines_076,Distance of point (-1,1) from line 12(x + 6) = 5(y - 2) is:,13/5 units,5/13 units,12/5 units,a,Straight Lines - c2,C2,1.5,-0.5,0.25
maths,straightlines_077,Points on x-axis whose distance from line x/3 + y/4 = 1 is 4 units are:,(7,0) and (-7,0),(3,a,Straight Lines - (4,C2,1.5,-0.5,0.25
maths,straightlines_078,Distance between parallel lines 15x + 8y - 34 = 0 and 15x + 8y + 31 = 0 is:,65/17 units,31/17 units,34/17 units,17/15 units,a,Straight Lines - straight_lines,C2,1.5,-0.5,0.25
maths,straightlines_079,Distance between parallel lines l(x + y) + p = 0 and l(x + y) - r = 0 is:,|p + r|/(lÃ2),|p - r|/(lÃ2),|p + r|/l,|p - r|/l,a,Straight Lines - straight_lines,C2,1.5,-0.5,0.25
maths,straightlines_080,Line through (h,3) and (4,1) intersects 7x - 9y - 19 = 0 at right angle. Value of h is:,18/7,7/18,a,Straight Lines - a,C2,1.5,-0.5,0.25
maths,straightlines_081,If lines 2x + y - 3 = 0,5x + ky - 3 = 0 and 3x - y - 2 = 0 are concurrent,then k equals:,-2,2,a,Straight Lines - a,C3,1.5,0.5,0.25
