subject,question_id,question,option_a,option_b,option_c,option_d,answer,topic,tier,discrimination_a,difficulty_b,guessing_c
maths,sequencesandseries_020,The nth term of a G.P. with first term a and common ratio r is:,a + (n_1)r,ar_,ar___,a + r_,c,G.P. - General Term,C2,1.5,-0.5,0.25
maths,sequencesandseries_021,In the G.P. 2,4,8,16,...,a,Sequences And Series - 4,C2,1.5,-0.5,0.25
maths,sequencesandseries_022,What is the 10th term of the G.P. 5,25,125,...?,5_,a,Sequences And Series - 125__,C2,1.5,-0.5,0.25
maths,sequencesandseries_023,The 20th term of the G.P. 5/2,5/4,5/8,... is:,5á2__/(2__),a,Sequences And Series - 5á2_/(2__),C2,1.5,-0.5,0.25
maths,sequencesandseries_024,In a G.P.,if the 8th term is 192 and common ratio is 2,what is the 12th term?,1024,2048,a,Sequences And Series - option_c,C2,1.5,-0.5,0.25
maths,sequencesandseries_025,Which term of the G.P. 2,2Ã2,4,... is 128?,9th,a,Sequences And Series - 13th,C2,1.5,-0.5,0.25
maths,sequencesandseries_026,Which term of the G.P. Ã3,3,3Ã3,... is 729?,9th,a,Sequences And Series - 13th,C2,1.5,-0.5,0.25
maths,sequencesandseries_027,Which term of the G.P. 1/3,1/9,1/27,... is 1/19683?,7th,a,Sequences And Series - 10th,C2,1.5,-0.5,0.25
maths,sequencesandseries_028,For the numbers _2/7,x,_7/2 to be in G.P.,x equals:,±1,a,Sequences And Series - ±2,C2,1.5,-0.5,0.25
maths,sequencesandseries_029,The sum of first n terms of a G.P. with first term a and common ratio r (r­1) is:,a(r__1)/(r_1),a(1_r_)/(1_r),Both a and b,na,c,G.P. - Sum Formula,C2,1.5,-0.5,0.25
maths,sequencesandseries_030,If r = 1 in a G.P.,the sum of first n terms is:,a,na,ar_,a,Sequences And Series - c2,C2,1.5,-0.5,0.25
maths,sequencesandseries_031,The geometric mean (G.M.) of two positive numbers a and b is:,Ã(ab),(a+b)/2,ab,a/b,a,G.P. - Geometric Mean,C2,1.5,-0.5,0.25
maths,sequencesandseries_032,The relationship between Arithmetic Mean (A) and Geometric Mean (G) of two positive numbers is:,A < G,A = G,A ³ G,A ² G,c,Sequences And Series - A.M. and G.M. Relationship,C2,1.5,-0.5,0.25
maths,sequencesandseries_033,If A.M. and G.M. of two positive numbers are 10 and 8 respectively,the numbers are:,4 and 16,8 and 12,6 and 14,a,Sequences And Series - c4,C2,1.5,-0.5,0.25
maths,sequencesandseries_034,The sum of first 5 terms of G.P. 1 + 2/3 + 4/9 + ... is:,211/81,221/81,231/81,241/81,a,G.P. - Sum Calculation,C3,1.5,0.5,0.25
maths,sequencesandseries_035,How many terms of G.P. 3,3_,3_,... are needed to give sum 120?,3,a,Sequences And Series - 6,C2,1.5,-0.5,0.25
maths,sequencesandseries_036,The sum to n terms of the series Ã7,Ã21,3Ã7,... is:,(Ã7/2)(Ã3__1)/(Ã3_1),a,Sequences And Series - Ã21á3_,C2,1.5,-0.5,0.25
maths,sequencesandseries_037,The sum to n terms of 1,_a,a_,_a_,... (if a ­ _1) is:,a,Sequences And Series - a__1,C2,1.5,-0.5,0.25
maths,sequencesandseries_038,The sum to n terms of x_,x_,x_,... (if x ­ ±1) is:,x_(1_x__)/(1_x_),a,Sequences And Series - x_,C2,1.5,-0.5,0.25
maths,sequencesandseries_039,The value of _(2+3_) from k=1 to 11 is:,33810,32810,34810,35810,a,G.P. - Exercise 8.2 Q11,C3,1.5,0.5,0.25
maths,sequencesandseries_040,If the 4th term of a G.P. is square of its 2nd term and first term is _3,the 7th term is:,-2187,2187,-729,a,Sequences And Series - c3,C2,1.5,-0.5,0.25
maths,sequencesandseries_041,Three numbers in G.P. have sum 13/12 and product _1. The common ratio is:,_3/4 or _4/3,3/4 or 4/3,_2/3 or _3/2,2/3 or 3/2,a,G.P. - Miscellaneous,C4,1.5,1.0,0.25
maths,sequencesandseries_042,To insert n numbers between a and b to form a G.P.,the common ratio r is:,(b/a)^(1/n),(b/a)^(1/(n+1)),(b/a)^n,a,Sequences And Series - c3,C2,1.5,-0.5,0.25
maths,sequencesandseries_043,Three numbers inserted between 1 and 256 to form a G.P. are:,4,16,64,2,a,Sequences And Series - 8,C2,1.5,-0.5,0.25
maths,sequencesandseries_044,A person has 2 parents,4 grandparents,8 great grandparents. The number of ancestors in 10 generations is:,1024,2046,a,Sequences And Series - option_b,C2,1.5,-0.5,0.25
maths,sequencesandseries_045,If bacteria double every hour and initially there are 30,after nth hour there will be:,30á2_ bacteria,30á2___ bacteria,60á2_ bacteria,a,Sequences And Series - c3,C2,1.5,-0.5,0.25
maths,sequencesandseries_046,Rs 500 deposited at 10% compound interest annually amounts to after 10 years:,Rs 500(1.1)__,Rs 500(1.01)__,Rs 500_10,Rs 5500,a,G.P. - Exercise 8.2 Q31,C3,1.5,0.5,0.25
maths,sequencesandseries_047,If A.M. and G.M. of roots of quadratic equation are 8 and 5,the equation is:,x__16x+25=0,x__8x+25=0,x__16x+64=0,a,Sequences And Series - c4,C2,1.5,-0.5,0.25
maths,sequencesandseries_048,The Fibonacci sequence is defined by:,a_=a_=1,a_=a___+a___,a_=1,a_=2a___,a,Sequences And Series - a_=0,C2,1.5,-0.5,0.25
maths,sequencesandseries_049,In the Fibonacci sequence 1,1,2,3,5,a,Sequences And Series - what is the 7th term?,C2,1.5,-0.5,0.25
maths,sequencesandseries_050,A series is:,The sum of terms in a sequence,A type of sequence,The product of terms,The average of terms,a,Series - Definition,C1,1.5,-1.0,0.25
maths,sequencesandseries_051,The sigma notation _ represents:,Subtraction,Summation,Multiplication,Division,b,Series - Notation,C1,1.5,-1.0,0.25
maths,sequencesandseries_052,If first term a=729 and 7th term is 64 in a G.P.,what is S_?,2059 or 463,2049 or 453,2069 or 473,a,Sequences And Series - c4,C2,1.5,-0.5,0.25
maths,sequencesandseries_053,Sum of first two terms of G.P. is _4 and 5th term is 4 times 3rd term. Find the G.P.:,_2,_4,_8,...,a,Sequences And Series - 8,C2,1.5,-0.5,0.25
maths,sequencesandseries_054,If 4th,10th and 16th terms of G.P. are x,y,z respectively,then:,a,Sequences And Series - z are in G.P.,C2,1.5,-0.5,0.25
maths,sequencesandseries_055,Sum to n terms of 8,88,888,8888,... is:,a,Sequences And Series - 80(10__1)/9,C2,1.5,-0.5,0.25
maths,sequencesandseries_056,Sum of products of corresponding terms of 2,4,8,16,32 and 128,a,Sequences And Series - 2,C2,1.5,-0.5,0.25
maths,sequencesandseries_057,Products of corresponding terms of a,ar,ar_,...,ar___ and A,a,Sequences And Series - ...,C2,1.5,-0.5,0.25
maths,sequencesandseries_058,Four numbers in G.P.: 3rd term exceeds 1st by 9,2nd exceeds 4th by 18. The numbers are:,3,_6,12,a,Sequences And Series - 6,C3,1.5,0.5,0.25
maths,sequencesandseries_059,Ratio of sum of first n terms of G.P. to sum from (n+1)th to (2n)th term is:,1/r_,r_,1/r,r,a,G.P. - Exercise 8.2 Q24,C4,1.5,1.0,0.25
maths,sequencesandseries_060,Two numbers between 3 and 81 to form G.P. are:,9 and 27,6 and 18,12 and 36,15 and 45,a,G.P. - Exercise 8.2 Q26,C3,1.5,0.5,0.25
maths,sequencesandseries_061,Value of n so that (a___+b___)/(a_+b_) is G.M. between a and b:,n = 1/2,n = _1/2,n = 1,n = 2,b,G.P. - Exercise 8.2 Q27,C4,1.5,1.0,0.25
maths,sequencesandseries_062,A sequence where each term equals previous term plus a constant is:,Geometric Progression,Arithmetic Progression,Fibonacci sequence,Harmonic Progression,b,Sequences - Types,C2,1.5,-0.5,0.25
maths,sequencesandseries_063,In sequence 3,3.3,3.33,3.333,...,a,Sequences And Series - Infinite sequence,C2,1.5,-0.5,0.25
maths,sequencesandseries_064,The nth term of sequence of even natural numbers 2,4,6,8,... is:,a,Sequences And Series - 2n_1,C2,1.5,-0.5,0.25
maths,sequencesandseries_065,The nth term of sequence of odd natural numbers 1,3,5,7,... is:,a,Sequences And Series - 2n_1,C2,1.5,-0.5,0.25
maths,sequencesandseries_066,If a_=3,a_=3a___+2 for n>1,what is a_?,9,11,a,Sequences And Series - option_b,C2,1.5,-0.5,0.25
maths,sequencesandseries_067,If a_=3,a_=3a___+2 for n>1,what is a_?,33,35,a,Sequences And Series - option_b,C2,1.5,-0.5,0.25
maths,sequencesandseries_068,If a_=_1,a_=a___/n for n³2,what is a_?,_1/2,1/2,a,Sequences And Series - option_a,C2,1.5,-0.5,0.25
maths,sequencesandseries_069,If a_=a_=2,a_=a____1 for n>2,what is a_?,1,0,a,Sequences And Series - option_a,C3,1.5,0.5,0.25
maths,sequencesandseries_070,Sum of 2,4,8,16,32 is:,a,Sequences And Series - 58,C2,1.5,-0.5,0.25
maths,sequencesandseries_071,The common ratio of G.P. 1/9,_1/27,1/81,_1/243,... is:,a,Sequences And Series - _3,C2,1.5,-0.5,0.25
maths,sequencesandseries_072,If sum of all terms of G.P. is 5 times sum of odd-placed terms,common ratio is:,2,3,4,a,Sequences And Series - c4,C2,1.5,-0.5,0.25
maths,sequencesandseries_073,First term of G.P. is 1,sum of 3rd and 5th terms is 90. Common ratio is:,±3,±2,±4,a,Sequences And Series - c3,C2,1.5,-0.5,0.25
maths,sequencesandseries_074,Sum of three numbers in G.P. is 56. Subtracting 1,7,21 gives A.P. The numbers are:,8,16,a,Sequences And Series - 12,C4,1.5,1.0,0.25
